Salary (USD),Job title_Bin,Industry,Country,Race_Bin,Age,Gender_Bin,Highest level of education completed,Experience
130000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,21
76000.0,Management,nonprofit,USA,White,25-34,Woman,Master's degree,8
900000.0,Executive,service,USA,Mixed Race,35-44,Woman,Master's degree,21
60000.0,Non-Managerial Employee,tech,USA,White,18-24,Woman,College degree,2
59000.0,Management,nonprofit,USA,White,25-34,Woman,College degree,5
71400.0,Director,nonprofit,USA,White,35-44,Woman,College degree,21
229000.0,Non-Managerial Employee,service,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",8
91155.4722,Management,finance,UK,White,35-44,Woman,Master's degree,11
150000.0,Director,nonprofit,USA,White,35-44,Woman,College degree,11
225000.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,Master's degree,11
84000.0,Non-Managerial Employee,government,USA,White,25-34,Woman,College degree,5
120000.0,Director,business,USA,Asian or Asian American,25-34,Woman,College degree,8
40000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,5
59000.0,Non-Managerial Employee,finance,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",5
76000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,8
300000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,11
101000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Woman,PhD,8
135000.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,Master's degree,8
79265.62800000001,Non-Managerial Employee,tech,UK,White,45-54,Woman,Master's degree,21
56000.0,Non-Managerial Employee,business,USA,White,25-34,Other,College degree,2
95000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,PhD,8
55000.0,Management,nonprofit,USA,Mixed Race,25-34,Man,College degree,8
100000.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,College degree,8
67000.0,Non-Managerial Employee,business,USA,Mixed Race,25-34,Woman,Master's degree,5
64000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,Master's degree,5
105000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,Master's degree,11
45000.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,Master's degree,2
40000.0,Management,education,USA,White,35-44,Woman,Master's degree,11
173500.0,Executive,nonprofit,USA,White,35-44,Woman,College degree,11
50000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Master's degree,11
26446.976782200003,Non-Managerial Employee,government,UK,White,35-44,Woman,Some college,21
95000.0,Non-Managerial Employee,healthcare,USA,"Hispanic, Latino, or Spanish origin",25-34,Woman,College degree,2
54500.0,Non-Managerial Employee,agriculture,USA,White,55-64,Woman,College degree,31
32760.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,8
79500.0,Director,nonprofit,USA,White,35-44,Woman,College degree,11
56000.0,Management,transportation,USA,White,45-54,Woman,High School,31
168000.0,Management,manufacturing,USA,Mixed Race,25-34,Woman,Master's degree,8
235000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
35008.985700000005,Non-Managerial Employee,entertainment,UK,White,25-34,Woman,College degree,5
83500.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,11
84000.0,Management,nonprofit,USA,White,25-34,Woman,Master's degree,5
49500.0,Non-Managerial Employee,government,USA,White,35-44,Woman,College degree,11
131000.0,Non-Managerial Employee,nonprofit,USA,Asian or Asian American,45-54,Woman,Master's degree,21
75000.0,Non-Managerial Employee,"tech,business",USA,White,25-34,Man,College degree,8
254000.0,Non-Managerial Employee,healthcare,USA,Black or African American,35-44,Woman,"Professional degree (MD, JD, etc.)",5
44000.0,Director,nonprofit,USA,White,25-34,Woman,College degree,5
118000.0,Non-Managerial Employee,"tech,business",USA,White,35-44,Woman,College degree,21
80237.37486,Non-Managerial Employee,"tech,business",Canada,White,25-34,Woman,College degree,8
130000.0,Non-Managerial Employee,government,USA,White,35-44,Woman,Master's degree,11
47205.0,Non-Managerial Employee,government,USA,White,25-34,Other,Master's degree,8
89000.0,Non-Managerial Employee,service,USA,White,25-34,Woman,Master's degree,2
103836.60276000001,Director,business,Canada,White,35-44,Woman,College degree,11
51000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,5
83000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,"Professional degree (MD, JD, etc.)",5
55600.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Master's degree,8
160000.0,Non-Managerial Employee,tech,USA,White,45-54,Woman,Master's degree,21
94000.0,Director,education,USA,White,45-54,Woman,Master's degree,11
49920.0,Management,property,USA,White,45-54,Woman,College degree,21
85000.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,College degree,8
91000.0,Management,healthcare,USA,White,35-44,Woman,Master's degree,21
105000.0,Non-Managerial Employee,government,USA,Black or African American,25-34,Woman,Master's degree,8
52843.752,Management,nonprofit,UK,Mixed Race,25-34,Woman,Master's degree,8
43000.0,Non-Managerial Employee,business,USA,Mixed Race,25-34,Woman,College degree,5
105000.0,Non-Managerial Employee,finance,USA,White,35-44,Woman,Master's degree,11
43000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,11
129000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,11
66864.47905,Non-Managerial Employee,business,Canada,White,35-44,Man,College degree,21
61471.26883392,Non-Managerial Employee,tech,Canada,Asian or Asian American,45-54,Man,Some college,11
55000.0,Management,service,USA,White,25-34,Woman,College degree,11
75000.0,Non-Managerial Employee,"tech,business",USA,Mixed Race,25-34,Woman,College degree,5
70000.0,Management,healthcare,USA,White,25-34,Woman,Master's degree,5
73157.60649,Management,"education,science",Canada,White,35-44,Woman,High School,21
81040.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,Master's degree,5
58034.43461075,Non-Managerial Employee,tech,Canada,White,25-34,Woman,"Professional degree (MD, JD, etc.)",5
68696.8776,Non-Managerial Employee,education,UK,White,25-34,Woman,PhD,8
150000.0,Executive,nonprofit,USA,White,45-54,Woman,Master's degree,11
80462.0944,Non-Managerial Employee,tech,Netherlands,White,45-54,Man,Master's degree,21
97900.0,Management,property,USA,Mixed Race,55-64,Other,Master's degree,31
35000.0,Management,business,USA,White,25-34,Woman,Master's degree,8
47000.0,Non-Managerial Employee,nonprofit,USA,Mixed Race,25-34,Woman,College degree,2
42478.61022,Non-Managerial Employee,property,Canada,White,25-34,Woman,Some college,8
81000.0,Non-Managerial Employee,"education,science",USA,White,35-44,Woman,Master's degree,11
108518.0,Non-Managerial Employee,government,USA,White,25-34,Woman,Master's degree,8
106500.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,Master's degree,11
118000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
125000.0,Director,business,USA,White,35-44,Woman,College degree,11
40905.32836,Non-Managerial Employee,nonprofit,Canada,Mixed Race,25-34,Woman,College degree,5
45984.6329904,Non-Managerial Employee,education,UK,White,25-34,Woman,Master's degree,5
65386.0,Non-Managerial Employee,education,USA,White,25-34,Other,"Professional degree (MD, JD, etc.)",8
49000.0,Non-Managerial Employee,education,USA,Mixed Race,25-34,Woman,College degree,5
140000.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,Master's degree,11
55000.0,Management,nonprofit,USA,Mixed Race,25-34,Other,College degree,5
41000.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,Master's degree,11
77000.0,Non-Managerial Employee,nonprofit,USA,White,35-44,Woman,Master's degree,21
55000.0,Management,business,USA,White,25-34,Woman,College degree,8
39632.814000000006,Non-Managerial Employee,service,UK,White,35-44,Man,College degree,11
90000.0,Management,healthcare,USA,White,35-44,Woman,Master's degree,11
123000.0,Director,business,USA,White,25-34,Woman,Master's degree,8
152630.0,Management,nonprofit,USA,White,35-44,Woman,College degree,11
145450.0,Director,government,USA,White,35-44,Woman,College degree,21
39500.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,5
75517.52928,Non-Managerial Employee,education,Canada,White,25-34,Woman,College degree,11
43800.0,Non-Managerial Employee,education,USA,White,35-44,Other,Master's degree,21
12000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,College degree,5
120000.0,Management,business,USA,White,25-34,Woman,Master's degree,11
140000.0,Management,tech,USA,White,35-44,Man,College degree,11
56846.0,Non-Managerial Employee,business,USA,White,35-44,Woman,Master's degree,11
55000.0,Non-Managerial Employee,nonprofit,USA,Black or African American,35-44,Woman,Master's degree,8
92000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,PhD,5
51467.0,Non-Managerial Employee,education,USA,White,45-54,Man,Some college,31
81000.0,Executive,government,USA,White,65 or over,Woman,PhD,31
46238.283,Management,business,UK,White,25-34,Woman,Master's degree,5
300000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
63500.0,Non-Managerial Employee,business,USA,White,35-44,Woman,Master's degree,11
145000.0,Management,manufacturing,USA,White,35-44,Woman,College degree,21
90000.0,Director,government,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",21
57200.0,Non-Managerial Employee,business,USA,White,18-24,Woman,College degree,0
40000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,2
40000.0,Non-Managerial Employee,entertainment,USA,Mixed Race,25-34,Woman,Master's degree,8
90000.0,Management,business,USA,White,35-44,Woman,College degree,11
89600.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,College degree,8
55000.0,Non-Managerial Employee,nonprofit,USA,Asian or Asian American,18-24,Woman,College degree,0
58000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,College degree,2
31706.251200000002,Non-Managerial Employee,healthcare,UK,White,25-34,Woman,College degree,5
198000.0,Director,nonprofit,USA,Mixed Race,35-44,Woman,Master's degree,11
146315.21298,Non-Managerial Employee,nonprofit,Canada,White,35-44,Woman,"Professional degree (MD, JD, etc.)",8
51000.0,Non-Managerial Employee,nonprofit,USA,White,35-44,Woman,Master's degree,11
180000.0,Management,property,USA,White,25-34,Woman,Master's degree,5
130000.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,Master's degree,8
98500.0,Management,nonprofit,USA,White,25-34,Woman,Master's degree,11
195000.0,Non-Managerial Employee,tech,USA,Asian or Asian American,35-44,Man,College degree,11
36700.0,Non-Managerial Employee,business,USA,White,25-34,Man,College degree,8
64341.0,Non-Managerial Employee,government,USA,White,25-34,Woman,Master's degree,8
47942.0,Non-Managerial Employee,education,USA,Asian or Asian American,35-44,Woman,College degree,5
129000.0,Non-Managerial Employee,tech,USA,Mixed Race,25-34,Woman,Master's degree,11
128000.0,Management,business,USA,White,35-44,Woman,College degree,11
69000.0,Non-Managerial Employee,business,USA,"Hispanic, Latino, or Spanish origin",35-44,Other,College degree,11
37398.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,College degree,5
51300.0,Non-Managerial Employee,education,USA,Mixed Race,25-34,Other,College degree,5
98330.11625,Non-Managerial Employee,government,Canada,White,35-44,Woman,Master's degree,8
41766.0,Non-Managerial Employee,science,USA,White,25-34,Other,College degree,5
205000.0,Director,business,USA,White,45-54,Man,College degree,21
65568.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,College degree,2
116000.0,Non-Managerial Employee,nonprofit,USA,Mixed Race,25-34,Woman,Master's degree,11
105462.0,Management,tech,USA,White,25-34,Woman,College degree,8
31200.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Other,College degree,5
36100.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,11
77633.0,Non-Managerial Employee,property,USA,White,25-34,Woman,College degree,8
30678.99627,Non-Managerial Employee,service,Canada,White,25-34,Woman,High School,5
78500.0,Management,government,USA,White,45-54,Woman,Master's degree,21
63000.0,Director,nonprofit,USA,White,25-34,Woman,College degree,8
51104.3032,Non-Managerial Employee,finance,Ireland,White,18-24,Woman,College degree,0
157000.0,Non-Managerial Employee,finance,USA,White,35-44,Man,College degree,11
81500.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,Master's degree,8
95000.0,Director,business,USA,White,25-34,Other,College degree,8
73400.0,Non-Managerial Employee,business,USA,White,18-24,Woman,College degree,2
30000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,Some college,2
147000.0,Non-Managerial Employee,business,USA,White,45-54,Woman,College degree,11
50000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,8
43500.0,Non-Managerial Employee,business,USA,White,45-54,Woman,College degree,21
114000.0,Non-Managerial Employee,manufacturing,USA,White,45-54,Man,College degree,21
80000.0,Director,nonprofit,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
90140.0,Director,nonprofit,USA,White,35-44,Woman,Master's degree,11
89834.3784,Non-Managerial Employee,business,UK,White,25-34,Woman,Master's degree,8
275000.0,Management,tech,USA,White,35-44,Woman,Master's degree,11
121000.0,Non-Managerial Employee,"tech,business",USA,White,35-44,Woman,College degree,11
68000.0,Non-Managerial Employee,tech,USA,White,45-54,Man,College degree,11
45000.0,Non-Managerial Employee,science,USA,White,25-34,Woman,Master's degree,2
51200.0,Non-Managerial Employee,property,USA,White,25-34,Woman,College degree,8
61500.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,11
195000.0,Non-Managerial Employee,tech,USA,Asian or Asian American,25-34,Woman,College degree,11
60212.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,8
212028.492,Non-Managerial Employee,healthcare,Germany,White,35-44,Woman,PhD,11
39143.7216,Non-Managerial Employee,education,France,White,35-44,Woman,Master's degree,8
104229.923225,Non-Managerial Employee,tech,Canada,White,35-44,Man,College degree,11
75000.0,Director,business,USA,White,35-44,Woman,College degree,11
60000.0,Management,nonprofit,USA,White,25-34,Woman,Master's degree,5
203000.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,Master's degree,8
114000.0,Management,business,USA,White,45-54,Woman,College degree,21
105000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,"Professional degree (MD, JD, etc.)",5
28319.07348,Non-Managerial Employee,manufacturing,Canada,White,18-24,Woman,High School,5
94396.9116,Non-Managerial Employee,tech,Canada,White,25-34,Man,College degree,8
55000.0,Director,government,USA,White,35-44,Woman,Master's degree,21
171000.0,Director,"tech,business",USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
94700.0,Non-Managerial Employee,tech,USA,Asian or Asian American,35-44,Man,College degree,11
62500.0,Director,education,USA,White,35-44,Woman,Master's degree,11
323000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",5
70000.0,Director,nonprofit,USA,White,45-54,Woman,Master's degree,21
135000.0,Non-Managerial Employee,tech,USA,White,35-44,Man,PhD,5
56000.0,Non-Managerial Employee,"education,science",USA,White,25-34,Woman,Master's degree,2
61000.0,Management,business,USA,White,35-44,Woman,College degree,11
89312.0,Non-Managerial Employee,government,USA,White,35-44,Woman,PhD,5
87274.0,Management,education,USA,White,25-34,Woman,PhD,2
55000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,11
52051.095720000005,Non-Managerial Employee,education,UK,White,35-44,Man,PhD,11
62000.0,Director,nonprofit,USA,White,35-44,Woman,College degree,11
66300.0,Non-Managerial Employee,business,USA,White,35-44,Other,College degree,11
70000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
305000.0,Director,healthcare,USA,White,35-44,Woman,PhD,8
62000.0,Management,business,USA,White,25-34,Woman,Master's degree,8
70500.0,Non-Managerial Employee,healthcare,USA,White,45-54,Woman,College degree,11
52000.0,Management,nonprofit,USA,White,25-34,Woman,Master's degree,5
123000.0,Non-Managerial Employee,nonprofit,USA,Mixed Race,25-34,Woman,"Professional degree (MD, JD, etc.)",5
50000.0,Non-Managerial Employee,nonprofit,USA,Mixed Race,25-34,Woman,Master's degree,8
129000.0,Non-Managerial Employee,tech,USA,White,55-64,Woman,Some college,31
68000.0,Non-Managerial Employee,tech,USA,Mixed Race,35-44,Other,College degree,8
35000.0,Non-Managerial Employee,education,USA,White,55-64,Woman,Some college,11
131000.0,Director,government,USA,White,35-44,Woman,Master's degree,11
68100.0,Management,nonprofit,USA,White,35-44,Woman,Master's degree,11
60571.35161,Non-Managerial Employee,manufacturing,Canada,White,35-44,Man,PhD,8
70000.0,Non-Managerial Employee,government,USA,White,25-34,Woman,"Professional degree (MD, JD, etc.)",8
135000.0,Director,business,USA,Asian or Asian American,35-44,Woman,PhD,8
110000.0,Non-Managerial Employee,finance,USA,Mixed Race,45-54,Woman,Some college,21
38257.0,Non-Managerial Employee,government,USA,White,25-34,Woman,Master's degree,11
149000.0,Management,government,USA,White,35-44,Woman,Master's degree,21
117000.0,Non-Managerial Employee,government,USA,White,35-44,Woman,PhD,5
170200.0,Non-Managerial Employee,manufacturing,USA,White,45-54,Woman,PhD,21
98421.4881,Non-Managerial Employee,tech,UK,White,25-34,Woman,College degree,8
84300.0,Non-Managerial Employee,tech,USA,White,45-54,Woman,"Professional degree (MD, JD, etc.)",21
74500.0,Non-Managerial Employee,education,USA,"Hispanic, Latino, or Spanish origin",35-44,Man,High School,11
46500.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Woman,College degree,5
41000.0,Non-Managerial Employee,business,USA,Mixed Race,18-24,Woman,College degree,2
58075.0,Non-Managerial Employee,government,USA,White,25-34,Woman,College degree,11
114000.0,Non-Managerial Employee,manufacturing,USA,Black or African American,25-34,Woman,Master's degree,8
15222.5584,Non-Managerial Employee,manufacturing,Greece,White,35-44,Woman,College degree,11
238000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,11
63000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,College degree,11
87500.0,Management,manufacturing,USA,White,35-44,Woman,College degree,11
140000.0,Non-Managerial Employee,tech,USA,White,18-24,Man,College degree,2
70000.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,"Professional degree (MD, JD, etc.)",5
29640.0,Management,manufacturing,USA,White,55-64,Woman,College degree,41
75500.0,Non-Managerial Employee,healthcare,USA,White,55-64,Woman,College degree,31
33000.0,Non-Managerial Employee,healthcare,USA,"Hispanic, Latino, or Spanish origin",25-34,Woman,Some college,2
48062.0,Non-Managerial Employee,education,USA,White,25-34,Man,Master's degree,5
51561.95303871,Non-Managerial Employee,finance,Canada,White,18-24,Woman,College degree,2
162400.0,Non-Managerial Employee,tech,USA,White,45-54,Woman,Master's degree,21
120000.0,Non-Managerial Employee,agriculture,USA,White,35-44,Woman,Master's degree,11
75500.0,Non-Managerial Employee,agriculture,USA,White,45-54,Woman,College degree,21
89000.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,Master's degree,5
73000.0,Management,nonprofit,USA,White,25-34,Woman,College degree,2
154000.0,Management,tech,USA,White,25-34,Man,College degree,11
75000.0,Non-Managerial Employee,business,USA,"Hispanic, Latino, or Spanish origin",45-54,Woman,Some college,11
115300.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
77000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,11
85000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,Master's degree,11
153800.0,Management,healthcare,USA,White,25-34,Woman,College degree,8
245000.0,Director,business,USA,White,35-44,Woman,College degree,11
154000.0,Management,business,USA,White,45-54,Woman,Master's degree,21
33274.911339,Non-Managerial Employee,business,Canada,White,45-54,Woman,High School,11
84000.0,Management,tech,USA,White,45-54,Woman,Master's degree,31
41219.984732000004,Non-Managerial Employee,nonprofit,Canada,White,25-34,Woman,Master's degree,8
115000.0,Director,education,USA,White,45-54,Woman,PhD,21
41600.0,Management,nonprofit,USA,White,35-44,Woman,College degree,8
90000.0,Director,government,USA,White,35-44,Woman,Master's degree,8
95000.0,Non-Managerial Employee,government,USA,White,18-24,Woman,College degree,2
471500.0,Non-Managerial Employee,finance,USA,White,35-44,Woman,College degree,11
34000.0,Management,nonprofit,USA,White,25-34,Woman,Some college,5
36000.0,Non-Managerial Employee,service,USA,White,35-44,Woman,College degree,21
140000.0,Director,business,USA,White,25-34,Woman,"Professional degree (MD, JD, etc.)",5
71000.0,Non-Managerial Employee,education,USA,White,45-54,Woman,College degree,11
50000.0,Non-Managerial Employee,business,USA,Black or African American,35-44,Woman,Some college,11
102000.0,Director,government,USA,White,25-34,Woman,Master's degree,8
57000.0,Non-Managerial Employee,education,USA,Asian or Asian American,45-54,Woman,College degree,21
111000.0,Non-Managerial Employee,business,USA,White,35-44,Man,Master's degree,11
87000.0,Management,finance,USA,White,25-34,Woman,Master's degree,8
150000.0,Management,finance,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
38000.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,Master's degree,5
100500.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,Master's degree,11
52000.0,Director,education,USA,White,35-44,Woman,Master's degree,11
79000.0,Non-Managerial Employee,education,USA,Asian or Asian American,25-34,Woman,Master's degree,5
76997.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,College degree,8
99000.0,Non-Managerial Employee,government,USA,White,35-44,Woman,Master's degree,21
82000.0,Director,education,USA,White,35-44,Woman,College degree,11
39498.81437716,Management,nonprofit,Canada,White,35-44,Woman,Master's degree,11
79450.73393,Non-Managerial Employee,education,Canada,White,35-44,Woman,College degree,11
66864.47905,Non-Managerial Employee,government,Canada,Mixed Race,35-44,Woman,Master's degree,8
60000.0,Director,nonprofit,USA,White,35-44,Woman,Master's degree,11
32000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,College degree,5
93000.0,Non-Managerial Employee,government,USA,White,35-44,Woman,Master's degree,21
150006.0,Management,"business,manufacturing",USA,White,35-44,Man,High School,11
135000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,College degree,11
43000.0,Non-Managerial Employee,nonprofit,USA,White,35-44,Woman,College degree,11
101000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,11
175000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,11
149000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,College degree,11
49000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,College degree,2
150000.0,Non-Managerial Employee,tech,USA,White,25-34,Man,College degree,11
106000.0,Management,government,USA,White,35-44,Woman,PhD,8
86000.0,Non-Managerial Employee,business,USA,White,35-44,Man,Master's degree,11
106920.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Woman,College degree,5
60000.0,Executive,"tech,business",USA,White,25-34,Woman,Master's degree,5
67000.0,Non-Managerial Employee,business,USA,White,45-54,Woman,College degree,21
76000.0,Management,nonprofit,USA,White,25-34,Woman,College degree,5
125000.0,Director,nonprofit,USA,White,35-44,Woman,Master's degree,11
114300.0,Director,nonprofit,USA,White,25-34,Woman,College degree,11
43700.0,Non-Managerial Employee,government,USA,White,25-34,Woman,College degree,2
178500.0,Management,business,USA,White,25-34,Woman,Master's degree,8
94000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,College degree,8
72000.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,College degree,5
112000.0,Non-Managerial Employee,government,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",8
70000.0,Non-Managerial Employee,government,USA,White,45-54,Man,"Professional degree (MD, JD, etc.)",21
39206.1839512,Non-Managerial Employee,environment,Canada,White,55-64,Woman,High School,31
112200.0,Non-Managerial Employee,tech,USA,White,25-34,Man,Master's degree,5
44500.0,Non-Managerial Employee,tech,USA,White,45-54,Woman,College degree,11
90000.0,Director,government,USA,White,25-34,Man,Master's degree,5
63000.0,Management,government,USA,White,35-44,Man,College degree,11
52900.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,College degree,11
80000.0,Management,manufacturing,USA,White,25-34,Woman,College degree,8
123616.0,Director,tech,USA,White,35-44,Woman,College degree,11
88000.0,Management,education,USA,White,25-34,Woman,Master's degree,8
31200.0,Non-Managerial Employee,service,USA,White,35-44,Woman,College degree,11
80000.0,Non-Managerial Employee,nonprofit,USA,White,35-44,Woman,Master's degree,11
100000.0,Management,government,USA,White,35-44,Woman,Master's degree,11
181000.0,Non-Managerial Employee,government,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
64000.0,Non-Managerial Employee,education,USA,White,35-44,Man,Master's degree,11
62000.0,Director,nonprofit,USA,White,25-34,Woman,College degree,11
125000.0,Executive,government,USA,White,55-64,Woman,College degree,31
79265.62800000001,Non-Managerial Employee,finance,UK,White,25-34,Woman,College degree,11
52843.752,Non-Managerial Employee,finance,UK,White,25-34,Woman,College degree,2
106000.0,Non-Managerial Employee,finance,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",8
51800.0,Non-Managerial Employee,business,USA,White,35-44,Woman,High School,11
72000.0,Management,service,USA,White,45-54,Woman,Master's degree,21
95000.0,Non-Managerial Employee,government,USA,White,35-44,Woman,College degree,11
95000.0,Non-Managerial Employee,government,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
72000.0,Director,business,USA,White,35-44,Woman,Master's degree,11
109000.0,Non-Managerial Employee,government,USA,White,35-44,Woman,Master's degree,11
78664.09300000001,Management,manufacturing,Canada,White,25-34,Man,College degree,8
400000.0,Management,property,USA,Mixed Race,45-54,Man,Master's degree,21
100000.0,Non-Managerial Employee,government,USA,White,45-54,Woman,"Professional degree (MD, JD, etc.)",21
40800.0,Director,education,USA,White,25-34,Woman,PhD,2
86031.77195038,Non-Managerial Employee,education,Canada,White,45-54,Woman,PhD,11
56400.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,"Professional degree (MD, JD, etc.)",2
115000.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,Master's degree,8
77000.0,Director,education,USA,White,35-44,Woman,College degree,11
140000.0,Executive,tech,USA,White,25-34,Woman,Master's degree,8
96125.47859999999,Non-Managerial Employee,tech,Switzerland,Middle Eastern or Northern African,25-34,Woman,Master's degree,5
47198.4558,Non-Managerial Employee,healthcare,Canada,Mixed Race,25-34,Man,Master's degree,5
140000.0,Director,science,USA,White,35-44,Man,College degree,21
100000.0,Management,business,USA,White,25-34,Woman,College degree,8
43050.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,College degree,8
46000.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,College degree,11
71000.0,Director,healthcare,USA,White,35-44,Woman,College degree,11
120000.0,Non-Managerial Employee,government,USA,White,35-44,Man,Master's degree,11
109000.0,Management,government,USA,"Hispanic, Latino, or Spanish origin",55-64,Woman,College degree,31
96000.0,Non-Managerial Employee,manufacturing,USA,White,18-24,Woman,College degree,2
64000.0,Non-Managerial Employee,law enforcement and military,USA,Black or African American,35-44,Woman,College degree,11
101000.0,Non-Managerial Employee,government,USA,White,35-44,Woman,Master's degree,11
55000.0,Non-Managerial Employee,education,USA,White,45-54,Woman,PhD,11
40000.0,Non-Managerial Employee,finance,USA,White,35-44,Woman,College degree,5
77250.0,Director,education,USA,Mixed Race,25-34,Woman,Master's degree,8
75000.0,Non-Managerial Employee,property,USA,White,25-34,Woman,College degree,8
76304.17021,Management,nonprofit,Canada,Asian or Asian American,35-44,Woman,PhD,8
179000.0,Management,manufacturing,USA,Asian or Asian American,35-44,Woman,Master's degree,11
64200.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
78500.0,Director,business,USA,White,35-44,Woman,College degree,11
145000.0,Management,manufacturing,USA,White,45-54,Man,Master's degree,21
203000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,21
56000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,11
98000.0,Management,nonprofit,USA,White,25-34,Woman,Master's degree,8
